Agency Type,State,City,Crime Type,Victim Sex,Victim Age,Victim Race,Victim Ethnicity,Weapon,Victim Count,Perpetrator Count,Crime Solved,is_victim_age_missing
Sheriff,Florida,Palm Beach,Murder or Manslaughter,Male,36,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Colorado,Colorado_othercity,Murder or Manslaughter,Male,18,White,Unknown,Knife,2,0,Yes,False
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,20,White,Unknown,Handgun,1,0,Yes,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,42,Black,Unknown,Gun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,46,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,Oregon,Oregon_othercity,Murder or Manslaughter,Male,54,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,30,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Male,25,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,24,Black,Not Hispanic,Handgun,0,2,Yes,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,41,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,New Jersey,Essex,Murder or Manslaughter,Male,20,Black,Unknown,Handgun,1,0,No,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Male,58,White,Not Hispanic,Handgun,0,1,Yes,False
Municipal Police,Florida,Broward,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,41,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,33,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Ohio,Franklin,Murder or Manslaughter,Male,19,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,23,Black,Unknown,Knife,0,0,No,False
Sheriff,California,California_othercity,Murder or Manslaughter,Male,21,White,Hispanic,Knife,0,0,No,False
Municipal Police,New Mexico,Bernalillo,Murder or Manslaughter,Male,33,White,Not Hispanic,Firearm,0,2,Yes,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Male,16,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Minnesota,Minnesota_othercity,Manslaughter by Negligence,Female,7,Black,Unknown,Unknown,0,0,Yes,True
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Female,21,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,New Mexico,Bernalillo,Murder or Manslaughter,Male,26,White,Hispanic,Firearm,0,1,Yes,False
Municipal Police,New York,New York_othercity,Murder or Manslaughter,Female,17,Black,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Massachusetts,Massachusetts_othercity,Murder or Manslaughter,Male,22,Black,Unknown,Firearm,0,2,Yes,False
Municipal Police,Minnesota,Minnesota_othercity,Murder or Manslaughter,Male,37,Black,Not Hispanic,Firearm,0,0,No,False
Sheriff,Arizona,Arizona_othercity,Manslaughter by Negligence,Female,2,White,Unknown,Drowning,0,0,Yes,True
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Female,57,White,Unknown,Shotgun,0,0,No,False
State Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,30,White,Not Hispanic,Shotgun,1,0,Yes,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,17,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Florida,Hillsborough,Murder or Manslaughter,Female,22,White,Unknown,Firearm,2,0,Yes,False
Municipal Police,California,Sacramento,Murder or Manslaughter,Male,35,Black,Not Hispanic,Firearm,0,2,Yes,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,25,White,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,29,Black,Not Hispanic,Unknown,1,0,No,False
Municipal Police,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,23,Black,Unknown,Firearm,0,0,No,False
Municipal Police,New York,New York_othercity,Murder or Manslaughter,Male,30,Black,Not Hispanic,Shotgun,0,2,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,30,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Mississippi,Mississippi_othercity,Murder or Manslaughter,Male,22,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,25,White,Unknown,Handgun,0,0,No,False
Municipal Police,Texas,Bexar,Murder or Manslaughter,Male,55,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Wisconsin,Wisconsin_othercity,Murder or Manslaughter,Male,998,Black,Unknown,Handgun,0,0,Yes,True
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,37,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,24,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,30,White,Not Hispanic,Firearm,0,0,Yes,False
State Police,Utah,Utah_othercity,Murder or Manslaughter,Male,28,White,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,38,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Texas,Texas_othercity,Manslaughter by Negligence,Male,1,White,Hispanic,Unknown,0,0,Yes,True
Municipal Police,Indiana,Marion,Murder or Manslaughter,Male,19,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Female,15,Asian/Pacific Islander,Not Hispanic,Shotgun,1,0,Yes,False
Sheriff,California,Kern,Murder or Manslaughter,Male,26,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,18,Black,Unknown,Handgun,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,46,Asian/Pacific Islander,Unknown,Knife,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,25,White,Hispanic,Knife,0,0,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,26,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Male,64,White,Hispanic,Knife,0,0,Yes,False
Municipal Police,Missouri,Missouri_othercity,Murder or Manslaughter,Male,44,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,24,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Male,25,Black,Unknown,Rifle,0,2,Yes,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Male,67,White,Unknown,Knife,1,0,Yes,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,18,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,20,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,36,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,19,Black,Not Hispanic,Handgun,1,0,No,False
State Police,Florida,Hillsborough,Murder or Manslaughter,Male,51,White,Unknown,Blunt Object,0,1,Yes,False
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Male,29,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Oklahoma,Oklahoma_othercity,Murder or Manslaughter,Male,59,Native American/Alaska Native,Not Hispanic,Rifle,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,0,0,No,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Female,23,White,Hispanic,Handgun,1,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Female,23,Black,Unknown,Handgun,1,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Female,24,Black,Unknown,Handgun,1,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,39,Black,Not Hispanic,Knife,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,25,Asian/Pacific Islander,Not Hispanic,Knife,0,0,No,False
County Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,39,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Female,58,Black,Not Hispanic,Unknown,0,0,No,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,35,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,California,San Bernardino,Murder or Manslaughter,Female,35,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Male,23,Black,Unknown,Firearm,0,0,No,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Male,37,Black,Not Hispanic,Handgun,2,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,32,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,45,White,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Indiana,Indiana_othercity,Murder or Manslaughter,Male,34,Black,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,1,0,Yes,False
Municipal Police,California,Riverside,Murder or Manslaughter,Male,24,White,Hispanic,Handgun,1,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,38,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Ohio,Franklin,Murder or Manslaughter,Male,21,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,36,White,Hispanic,Handgun,0,0,Yes,False
Municipal Police,Louisiana,Louisiana_othercity,Murder or Manslaughter,Female,26,Black,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,New York,Erie,Murder or Manslaughter,Male,32,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,22,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Colorado,Colorado_othercity,Murder or Manslaughter,Male,20,Black,Unknown,Firearm,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,22,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,17,Black,Not Hispanic,Handgun,1,1,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Female,30,Black,Not Hispanic,Firearm,1,0,Yes,False
Municipal Police,Indiana,Indiana_othercity,Murder or Manslaughter,Female,76,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,29,Black,Unknown,Handgun,0,2,Yes,False
Municipal Police,Wisconsin,Milwaukee,Murder or Manslaughter,Male,26,Black,Unknown,Handgun,0,4,Yes,False
Sheriff,Tennessee,Tennessee_othercity,Murder or Manslaughter,Female,0,White,Unknown,Blunt Object,0,1,Yes,True
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,53,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,15,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,38,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,40,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,47,Black,Not Hispanic,Handgun,0,0,No,False
State Police,Indiana,Indiana_othercity,Murder or Manslaughter,Male,50,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Arizona,Arizona_othercity,Manslaughter by Negligence,Male,44,White,Hispanic,Blunt Object,0,1,Yes,False
Municipal Police,Florida,Duval,Murder or Manslaughter,Male,54,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,27,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Female,53,Black,Unknown,Suffocation,0,0,No,False
State Police,Kentucky,Kentucky_othercity,Murder or Manslaughter,Male,21,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,30,Native American/Alaska Native,Unknown,Firearm,0,0,Yes,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,37,Black,Not Hispanic,Rifle,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,30,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Ohio,Franklin,Murder or Manslaughter,Male,1,Black,Unknown,Blunt Object,0,0,No,True
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,32,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Female,37,White,Unknown,Rifle,0,0,Yes,False
Sheriff,Arizona,Arizona_othercity,Murder or Manslaughter,Male,998,Unknown,Unknown,Firearm,0,0,No,True
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,22,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Texas,Bexar,Murder or Manslaughter,Male,29,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Wisconsin,Milwaukee,Murder or Manslaughter,Male,27,Black,Unknown,Handgun,0,1,No,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,26,White,Unknown,Handgun,0,0,Yes,False
Sheriff,Wisconsin,Wisconsin_othercity,Murder or Manslaughter,Male,61,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,Massachusetts,Massachusetts_othercity,Murder or Manslaughter,Female,20,White,Unknown,Knife,1,0,No,False
Municipal Police,Mississippi,Hinds,Murder or Manslaughter,Male,998,Black,Not Hispanic,Handgun,0,1,Yes,True
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Male,44,Black,Unknown,Firearm,0,0,No,False
County Police,Georgia,Georgia_othercity,Murder or Manslaughter,Unknown,998,Unknown,Unknown,Unknown,0,0,No,True
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,18,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,Washington,Washington_othercity,Murder or Manslaughter,Male,34,White,Hispanic,Knife,0,0,Yes,False
Municipal Police,Arizona,Maricopa,Murder or Manslaughter,Male,42,White,Hispanic,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,22,Black,Unknown,Handgun,1,0,No,False
Sheriff,Florida,Florida_othercity,Manslaughter by Negligence,Male,36,White,Unknown,Unknown,0,0,No,False
Municipal Police,California,San Diego,Murder or Manslaughter,Male,24,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Female,50,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Florida,Duval,Murder or Manslaughter,Female,29,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,New York,Erie,Murder or Manslaughter,Female,17,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,50,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,Utah,Utah_othercity,Murder or Manslaughter,Female,7,White,Unknown,Handgun,1,0,Yes,True
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Female,19,Black,Unknown,Firearm,0,0,Yes,False
Sheriff,California,California_othercity,Murder or Manslaughter,Male,10,White,Not Hispanic,Knife,3,0,Yes,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,33,Black,Not Hispanic,Unknown,0,0,No,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,30,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Iowa,Iowa_othercity,Murder or Manslaughter,Male,34,Black,Unknown,Firearm,0,0,No,False
Sheriff,North Carolina,North Carolina_othercity,Murder or Manslaughter,Female,40,Black,Unknown,Blunt Object,0,0,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Female,37,Asian/Pacific Islander,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,38,Black,Unknown,Unknown,0,0,No,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,41,Black,Not Hispanic,Knife,0,0,No,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Male,1,Black,Hispanic,Blunt Object,0,0,Yes,True
Municipal Police,Florida,Palm Beach,Murder or Manslaughter,Male,26,Black,Unknown,Handgun,0,0,No,False
Special Police,Florida,Florida_othercity,Murder or Manslaughter,Male,16,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,39,Black,Unknown,Handgun,0,0,No,False
Municipal Police,California,San Joaquin,Murder or Manslaughter,Male,25,Asian/Pacific Islander,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,36,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Male,43,White,Unknown,Handgun,0,1,Yes,False
Municipal Police,California,Riverside,Murder or Manslaughter,Male,35,White,Hispanic,Knife,0,0,No,False
Municipal Police,Utah,Utah_othercity,Murder or Manslaughter,Male,63,White,Unknown,Firearm,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Female,86,White,Not Hispanic,Knife,0,0,No,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,6,White,Not Hispanic,Drowning,1,0,Yes,True
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Male,21,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,60,Black,Not Hispanic,Knife,0,0,No,False
Sheriff,California,California_othercity,Murder or Manslaughter,Male,32,White,Not Hispanic,Handgun,0,1,Yes,False
County Police,New York,New York_othercity,Murder or Manslaughter,Male,38,Black,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Texas,Tarrant,Murder or Manslaughter,Female,54,White,Unknown,Handgun,0,1,Yes,False
Municipal Police,Florida,Palm Beach,Murder or Manslaughter,Male,29,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,Washington,Washington_othercity,Murder or Manslaughter,Male,71,White,Unknown,Handgun,0,0,Yes,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Male,27,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,19,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,31,Black,Unknown,Handgun,0,0,No,False
